timestamp_sec,x,y,z,yaw_rad
1768466741,0.0,0.0,0.0,-7.828502552875705e-06
1768466820,0.10464004512022648,-0.00244931086657849,0.0,-0.031603906776974
1768466821,0.20863031714637628,-0.005819395069766452,0.0,-0.0317965487839409
1768466821,0.3091954983020232,-0.009042996229946197,0.0,-0.03204830451105911
1768466821,0.4162613612436187,-0.014452883334383692,0.0,-0.07163220445161533
1768466822,0.5165810094895755,-0.022505604035513316,0.0,-0.0953119027618774
1768466822,0.6241422658628554,-0.03832612654330297,0.0,-0.21436381886466374
1768466822,0.7304569991510151,-0.0676295946266407,0.0,-0.35979331149863253
1768466823,0.8264026645186743,-0.12254758124452382,0.0,-0.6287038043133384
1768466823,0.8997144661780722,-0.20295291048473224,0.0,-0.9823361783266343
1768466824,0.9406570937643082,-0.3006196313029009,0.0,-1.332171931310031
1768466824,0.9490040647983874,-0.4057236591820797,0.0,-1.6203322694128417
1768466825,0.9367519997166424,-0.455334080373811,0.0,-2.0246707411703246
1768466826,0.8955071475575613,-0.5088944483113028,0.0,-2.4300222117632044
1768466827,0.8101215500092258,-0.5661513496438819,0.0,-2.610330613762817
1768466827,0.7195686000819318,-0.6184871201081301,0.0,-2.6070545530713436
1768466828,0.6318389630273562,-0.6689677710301045,0.0,-2.608164646545224
1768466828,0.5361238079385544,-0.7236061029238062,0.0,-2.642447983042935
1768466828,0.44715215593348395,-0.7710662694852274,0.0,-2.6690176484505557
1768466829,0.34579722930937457,-0.8165034067835033,0.0,-2.783493104146754
1768466829,0.2386312397512047,-0.8455204028837487,0.0,-2.984426614434773
1768466829,0.1371467649041096,-0.8525587933494154,0.0,3.0919141477137844
1768466830,0.03242355016092749,-0.8268062633659354,0.0,2.7604100189451675
1768466830,-0.05712020342852191,-0.7702579244019135,0.0,2.43392320903982
1768466831,-0.11662460899266619,-0.6863331521319166,0.0,2.0815773605062455
1768466831,-0.1412560456190887,-0.6019690070115096,0.0,1.6808571640095609
1768466831,-0.13812056125876182,-0.49584221753214847,0.0,1.3180859366861268
1768466832,-0.09308363276882022,-0.4007272346500428,0.0,0.9154967095681368
1768466832,-0.020169000967249568,-0.32617850807508975,0.0,0.6048930493764928
1768466833,0.07515323413171851,-0.28292632434118076,0.0,0.2542833772434463
1768466833,0.18437193797376136,-0.27982902255517245,0.0,-0.13745018290580016
1768466833,0.28566736097884743,-0.31492207809710343,0.0,-0.45406118833993414
1768466836,0.36247488525665095,-0.38120889574795486,0.0,-0.6600601383097118
1768466840,0.2743652148044215,-0.3285348742704022,0.0,-0.5579367851604636
1768466841,0.18804071250338852,-0.2744731191590122,0.0,-0.5604790797022665
1768466843,0.10194714043236934,-0.22039230501792964,0.0,-0.5533434700340129
1768466844,0.015686617514801802,-0.16718821367645642,0.0,-0.5550349593000997
1768466849,0.017450697577022643,-0.16669772797436858,0.0,-0.1539076264107906
1768466853,-0.08296250581775298,-0.15758941148006608,0.0,-0.09252125263774148
