timestamp_sec,x,y,z,yaw_rad
1768466742,-0.0812771655658617,-0.007597155356691668,0.0,0.18640278587911824
1768466820,0.02142835379295099,0.008408945158234711,0.0,0.1746530903461661
1768466821,0.1479805985683027,0.023422149031368238,0.0,0.042861888442829635
1768466821,0.2697538963597242,0.03879121463959047,0.0,0.038405275147522414
1768466821,0.38894553787735664,0.05040829276270921,0.0,0.025629001661173614
1768466822,0.5270778240234311,0.05907931620083273,0.0,0.09228845445494545
1768466822,0.6492277616951438,0.054679051678515916,0.0,-0.05086321911275886
1768466823,0.7684796375731299,0.02796270971422221,0.0,-0.292863159406319
1768466823,0.8676785020997295,-0.024189153473790727,0.0,-0.6780439650577136
1768466823,0.9467105873847501,-0.10932225728741679,0.0,-1.0392826374927104
1768466824,0.9837025886850534,-0.20537176943175303,0.0,-1.4103151555210003
1768466825,0.9799918986219526,-0.2533952335195603,0.0,-1.8539817127258609
1768466826,0.936561583600811,-0.33205710483335726,0.0,-2.277082653774289
1768466827,0.8628279778375241,-0.40021357628068455,0.0,-2.392672412147717
1768466827,0.7857809069010312,-0.4642500505063039,0.0,-2.3911690349552996
1768466828,0.6935679604474732,-0.5446569392224899,0.0,-2.391319859204379
1768466828,0.6008845908691218,-0.617983250359404,0.0,-2.424267659680214
1768466829,0.5112860119843822,-0.684610866544674,0.0,-2.4640463390497365
1768466829,0.42645658008605153,-0.7386796611727783,0.0,-2.6898594317084585
1768466829,0.3096178919140046,-0.7903061576940652,0.0,-2.895968066019999
1768466830,0.1838653176476712,-0.8093828901784501,0.0,3.0844351284879155
1768466830,0.08322021777621845,-0.7922183072686112,0.0,2.832636477302697
1768466830,-0.012515294690594116,-0.7370948964632124,0.0,2.4501899693281013
1768466831,-0.08443217368256761,-0.6393633543106731,0.0,1.9840603296074601
1768466832,-0.10413165036177573,-0.5134939750120123,0.0,1.4667964041512862
1768466832,-0.06950838733951942,-0.39644920270459927,0.0,1.0697929234915664
1768466832,0.00823863133543355,-0.30241943544497085,0.0,0.6603002219485861
1768466833,0.11890268421805868,-0.24737191842177747,0.0,0.2739030917078483
1768466833,0.24422108200080164,-0.24335780599779974,0.0,-0.20461359763055753
1768466841,0.1403616533556302,-0.22925091980088866,0.0,-0.19245035173724193
1768466841,0.03930510732179474,-0.20232948852524416,0.0,-0.297015344032963
1768466843,-0.060498627025547765,-0.175397231602278,0.0,-0.2909629128764441
1768466849,-0.0852541236335451,-0.16796997646561287,0.0,0.1122292272937858
1768466853,-0.18716430813396498,-0.18901818551142643,0.0,0.17811023235037837
